fishid,monitor,waterbody,date,d,m,y,sitecode,sitedescription,gear,pass,species,lengthmm,weightg,recap,pittype,pit,pitlast6,radio/acoustic,structure,structurecode,mort?,age,sex,maturity,spawningcondition,fishidcomments,tissue/sediment
cl130924.027,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,172,66,,hdx,900 226000586828,586828,,,,,,,, ,,
cl130924.070,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,190,77,,hdx,900 226000586830,586830,,,,,,,, ,,
cl130924.067,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,176,65,,hdx,900 226000586837,586837,,,,,,,, ,,
cl130924.006,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,202,106,,hdx,900 226000586841,586841,,,,,,,, ,,
cl130924.064,brgmon4,cl,24-Sep-13,24,9,2013,cl_019,marshall creek confluence,ef,,rb,371,558,,hdx,900 226000586844,586844,,,,,,,, ,,
cl130924.059,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,bt,360,475,,hdx,900 226000586850,586850,,,,,,,, ,,
cl130924.046,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,255,203,,hdx,900 226000586851,586851,,,,,,,, ,,
cl130924.002,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,202,100,,hdx,900 226000586852,586852,,,,,,,, ,,
cl130924.007,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,206,108,,hdx,900 226000586853,586853,,,,,,,, ,,
cl130924.060,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,bt,375,481,,hdx,900 226000586856,586856,,,,,,,, ,,
cl130924.068,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,177,66,,hdx,900 226000586857,586857,,,,,,,, ,,
cl130924.021,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,285,280,,hdx,900 226000586865,586865,,,,,,,, ,,
cl130924.040,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,231,169,,hdx,900 226000586867,586867,,,,,,,, ,,
cl130924.043,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,251,194,,hdx,900 226000586875,586875,,,,,,,, ,,
cl130924.037,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,216,118,,hdx,900 226000586885,586885,,,,,,,, ,,
cl130924.052,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,262,240,,hdx,900 226000586888,586888,,,,,,,, ,,
cl130924.018,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,112,25,,hdx,900 226000586889,586889,,,,,,,, ,,
cl130924.072,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,198,86,,hdx,900 226000586904,586904,,,,,,,, ,,
cl130924.025,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,170,60,,hdx,900 226000586907,586907,,,,,,,, ,,
cl130924.048,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,266,226,,hdx,900 226000586912,586912,,,,,,,, ,,
cl130924.035,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,203,104,,hdx,900 226000586913,586913,,,,,,,, ,,
cl130924.030,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,203,98,,hdx,900 226000586914,586914,,,,,,,, ,,
cl130924.004,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,200,104,,hdx,900 226000586916,586916,,,,,,,, ,,
cl130924.041,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,243,170,,hdx,900 226000586918,586918,,,,,,,, ,,
cl130924.063,brgmon4,cl,24-Sep-13,24,9,2013,cl_019,marshall creek confluence,ef,,bt,388,542,,hdx,900 226000586922,586922,,,,,,,, ,,
cl130924.015,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,115,21,,hdx,900 226000586932,586932,,,,,,,, ,,
cl130924.073,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,197,93,,hdx,900 226000586934,586934,,,,,,,, ,,
cl130924.056,brgmon4,cl,24-Sep-13,24,9,2013,cl_019,marshall creek confluence,ef,,rb,325,381,,hdx,900 226000586936,586936,,,,,,,, ,,
cl130924.034,brgmon4,cl,24-Sep-13,24,9,2013,cl_019,marshall creek confluence,ef,,mw,196,100,,hdx,900 226000586951,586951,,,,,,,, ,,
cl130924.062,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,bt,395,528,,hdx,900 226000586954,586954,,,,,,,, ,,
cl130924.071,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,bt,463,830,,hdx,900 226000586962,586962,,,,,,,, ,,
cl130924.023,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,160,55,,hdx,900 226000586965,586965,,,,,,,, ,,
cl130924.016,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,rb,270,220,,hdx,900 226000586967,586967,,,,,,,, ,,
cl130924.044,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,115,20,,hdx,900 226000586968,586968,,,,,,,, ,,
cl130924.057,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,bt,370,442,,hdx,900 226000586978,586978,,,,,,,, ,,
cl130924.005,brgmon4,cl,24-Sep-13,24,9,2013,cl_005,genes site 700,ef,,mw,206,105,,hdx,900 226000586980,586980,,,,,,,, ,,
cl130924.055,brgmon4,cl,24-Sep-13,24,9,2013,cl_017,jones creek confluence,ef,,mw,276,276,,hdx,900 226000586986,586986,,,,,,,, ,,
cl130925.001,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,89,10,,,,,,,,true,,,, ,mort,
cl130925.002,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,95,11,,,,,,,,,,,, ,,
cl130925.003,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,95,11,,,,,,,,true,,,, ,mort,
cl130925.004,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,82,11,,,,,,,,,,,, ,,
cl130925.005,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,80,11,,,,,,,,,,,, ,,
cl130925.006,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,214,119,,,,,,,,,,,, ,,
cl130925.007,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,96,12,,,,,,,,,,,, ,,
cl130925.009,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,102,13,,,,,,,,,,,, ,,
cl130925.010,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,100,13,,,,,,,,true,,,, ,mort,
cl130925.011,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,100,13,,,,,,,,,,,, ,,
cl130925.012,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,211,136,,,,,,,,true,,,, ,mort,
cl130925.013,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,100,14,,,,,,,,,,,, ,,
cl130925.014,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,113,14,,,,,,,,,,,, ,,
cl130925.016,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,102,15,,,,,,,,,,,, ,,
cl130925.017,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,101,15,,,,,,,,,,,, ,,
cl130925.018,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,98,15,,,,,,,,,,,, ,,
cl130925.019,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,96,15,,,,,,,,,,,, ,,
cl130925.020,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,94,15,,,,,,,,,,,, ,,
cl130925.021,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,94,15,,,,,,,,,,,, ,,
cl130925.022,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,228,151,,,,,,,,,,,, ,,
cl130925.023,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,255,152,,,,,,,,,,,, ,,
cl130925.024,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,105,16,,,,,,,,,,,, ,,
cl130925.026,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,237,165,,,,,,,,,,,, ,,
cl130925.028,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,113,17,,,,,,,,,,,, ,,
cl130925.029,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,111,18,,,,,,,,,,,, ,,
cl130925.031,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,258,197,,,,,,,,,,,, ,,
cl130925.032,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,248,199,,,,,,,,true,,,, ,mort,
cl130925.033,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,121,21,,,,,,,,,,,, ,,
cl130925.034,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,116,21,,,,,,,,,,,, ,,
cl130925.035,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,248,210,,,,,,,,,,,, ,,
cl130925.036,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,267,216,,,,,,,,,,,, ,,
cl130925.037,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,127,22,,,,,,,,true,,,, ,mort,
cl130925.038,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,271,220,,,,,,,,,,,, ,,
cl130925.040,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,271,237,,,,,,,,,,,, ,,
cl130925.041,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,267,239,,,,,,,,,,,, ,,
cl130925.043,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,281,252,,,,,,,,,,,, ,,
cl130925.045,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,273,265,,,,,,,,,,,, ,,
cl130925.046,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,285,273,,,,,,,,,,,, ,,
cl130925.049,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,290,277,,,,,,,,,,,, ,,
cl130925.050,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,276,278,,,,,,,,,,,, ,,
cl130925.051,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,316,281,,,,,,,,true,,,, ,mort,
cl130925.052,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,275,282,,,,,,,,,,,, ,,
cl130925.053,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,284,285,,,,,,,,,,,, ,,
cl130925.054,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,291,300,,,,,,,,,,,, ,,
cl130925.056,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,298,310,,,,,,,,,,,, ,,
cl130925.057,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,302,318,,,,,,,,,,,, ,,
cl130925.059,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,302,327,,,,,,,,,,,, ,,
cl130925.060,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,312,370,,,,,,,,,,,, ,,
cl130925.062,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,164,50,,,,,,,,true,,,, ,mort,
cl130925.063,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,165,52,,,,,,,,true,,,, ,mort,
cl130925.064,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,166,52,,,,,,,,true,,,, ,mort,
cl130925.065,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,166,58,,,,,,,,,,,, ,,
cl130925.067,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,181,68,,,,,,,,,,,, ,,
cl130925.068,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,70,7,,,,,,,,,,,, ,,
cl130925.069,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,85,7,,,,,,,,,,,, ,,
cl130925.072,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,190,73,,,,,,,,true,,,, ,mort,
cl130925.073,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,186,81,,,,,,,,,,,, ,,
cl130925.074,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,187,83,,,,,,,,,,,, ,,
cl130925.075,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,190,87,,,,,,,,true,,,, ,mort,
cl130925.076,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,95,9,,,,,,,,true,,,, ,mort,
cl130925.077,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,90,9,,,,,,,,,,,, ,,
cl130925.078,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,81,9,,,,,,,,,,,, ,,
cl130925.080,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,206,98,,,,,,,,,,,, ,,
cl130925.082,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,ko,338,500,,,,,,s,ko130925.001,true,,,imm, ,mort; this was originally listed as an mw under mw130925.001 but the field sheets indicated ko,
cl130925.085,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,85,10,,,,,,s,mw130925.004,,,,, ,,
cl130925.088,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,310,412,,,,,,s,mw130925.007,,,f,mat, ,,
cl130925.089,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,308,383,,,,,,s,mw130925.008,,,f,mat, ,,
cl130925.090,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,318,386,,,,,,s,mw130925.009,,,f,mat, ,,
cl130925.091,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,300,331,,,,,,s,mw130925.010,,,m,mat, ,,
cl130925.092,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,306,278,,,,,,s,mw130925.011,,,m,mat, ,,
cl130925.093,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,303,302,,,,,,s,mw130925.012,,,m,mat, ,,
cl130925.087,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,156,45,,hdx,900 226000586772,586772,,s,mw130925.006,,,,, ,,
cl130925.027,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,110,17,,hdx,900 226000586778,586778,,,,,,,, ,,
cl130925.015,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,103,15,,hdx,900 226000586782,586782,,,,,,,, ,,
cl130925.084,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,101,14,,hdx,900 226000586788,586788,,s,mw130925.003,,,,, ,,
cl130925.030,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,252,185,,hdx,900 226000586790,586790,,,,,,,, ,,
cl130925.079,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,202,98,,hdx,900 226000586807,586807,,,,,,,, ,,
cl130925.066,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,173,68,,hdx,900 226000586810,586810,,,,,,,, ,,
cl130925.055,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,280,307,,hdx,900 226000586818,586818,,,,,,,, ,,
cl130925.039,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,260,230,,hdx,900 226000586839,586839,,,,,,,, ,,
cl130925.048,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,274,277,,hdx,900 226000586858,586858,,,,,,,, ,,
cl130925.008,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,222,123,,hdx,900 226000586871,586871,,,,,,,, ,,
cl130925.061,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,154,45,,hdx,900 226000586873,586873,,,,,,,, ,,
cl130925.086,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,173,64,,hdx,900 226000586899,586899,,s,mw130925.005,,,,, ,,
cl130925.025,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,228,160,,hdx,900 226000586902,586902,,,,,,,, ,,
cl130925.047,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,265,276,,hdx,900 226000586904,586904,,,,,,,, ,,
cl130925.042,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,271,244,,hdx,900 226000586910,586910,,,,,,,, ,,
cl130925.058,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,140,32,,hdx,900 226000586919,586919,,,,,,,, ,,
cl130925.071,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,189,72,,hdx,900 226000586929,586929,,,,,,,, ,,
cl130925.081,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,232,145,,hdx,900 226000586946,586946,,s,mw130925.001,,,,, ,,
cl130925.083,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,146,40,,hdx,900 226000586991,586991,,s,mw130925.002,,,,, ,,
cl130925.044,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,270,255,,hdx,900 226000586992,586992,,,,,,,, ,,
cl130925.070,brgmon4,cl,25-Sep-13,25,9,2013,cl_006,genes site 714,ef,,mw,176,70,,hdx,900 226000586993,586993,,,,,,,, ,,
sl130927.001,brgmon8,sl,27-Sep-13,27,9,2013,,unknown,,,,,,,hdx,900 226000586920,586920,,,,,,,, ,,
sl130928.001,brgmon8,sl,28-Sep-13,28,9,2013,,unknown,,,,,,,hdx,900 226000585089,585089,,,,,,,, ,,
sl130928.002,brgmon8,sl,28-Sep-13,28,9,2013,,unknown,,,,,,,hdx,900 226000585165,585165,,,,,,,, ,,
sl130928.003,brgmon8,sl,28-Sep-13,28,9,2013,,unknown,,,,,,,hdx,900 226000585174,585174,,,,,,,, ,,
sl131001.001,brgmon8,sl,1-Oct-13,1,10,2013,,unknown,,,,,,,hdx,900 226000585111,585111,,,,,,,, ,,
sl131001.002,brgmon8,sl,1-Oct-13,1,10,2013,,unknown,,,,,,,hdx,900 226000585153,585153,,,,,,,, ,,
sl131001.003,brgmon8,sl,1-Oct-13,1,10,2013,,unknown,,,,,,,hdx,900 226000585199,585199,,,,,,,, ,,
cl131003.008,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,383,458,,hdx,900 226000086574,086574,,,,,,,, ,,
cl131003.010,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,364,381,,hdx,900 226000584062,584062,,,,,,,, ,,
cl131003.021,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,310,292,,hdx,900 226000584100,584100,,,,,,,, ,,
cl131003.013,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,294,242,,hdx,900 226000584227,584227,,,,,,,, ,,
cl131003.027,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,476,832,,hdx,900 226000585001,585001,,,,,,,, ,,
cl131003.026,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,390,523,,hdx,900 226000585004,585004,,,,,,,, ,,
cl131003.006,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,385,500,,hdx,900 226000585008,585008,,,,,,,, ,,
cl131003.005,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,271,188,,hdx,900 226000585020,585020,,,,,,,, ,,
cl131003.003,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,378,462,,hdx,900 226000585021,585021,,,,,,,, ,,
cl131003.004,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,303,260,,hdx,900 226000585045,585045,,,,,,,, ,,
cl131003.011,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,359,465,,hdx,900 226000585051,585051,,,,,,,, ,,
cl131003.019,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,242,119,,hdx,900 226000585057,585057,,,,,,,, ,,
cl131003.023,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,475,950,,hdx,900 226000585065,585065,,,,,,,, ,,
cl131003.015,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,472,1018,,hdx,900 226000585070,585070,,,,,,,, ,,
cl131003.012,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,390,604,,hdx,900 226000585078,585078,,,,,,,, ,,
cl131003.014,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,417,799,,hdx,900 226000585084,585084,,,,,,,, ,,
cl131003.017,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,373,460,,hdx,900 226000585093,585093,,,,,,,, ,,
cl131003.022,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,418,647,,hdx,900 226000585101,585101,,,,,,,, ,,
cl131003.025,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,439,678,,hdx,900 226000585106,585106,,,,,,,, ,,
cl131003.016,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,458,874,,hdx,900 226000585114,585114,,,,,,,, ,,
cl131003.007,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,426,382,,hdx,900 226000585117,585117,,,,,,,, ,,
cl131003.020,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,408,583,,hdx,900 226000585145,585145,,,,,,,, ,,
cl131003.028,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,448,826,,hdx,900 226000585163,585163,,,,,,,, ,,
cl131003.024,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,250,155,,hdx,900 226000585192,585192,,,,,,,, ,,
cl131003.002,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,445,788,,hdx,900 226000585194,585194,,,,,,,, ,,
cl131003.001,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,397,510,,hdx,900 226000585226,585226,,,,,,,, ,,
cl131003.018,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,436,764,,hdx,900 226000585243,585243,,,,,,,, ,,
cl131003.030,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,rb,360,418,,hdx,900 226000585245,585245,,,,,,,, ,,
cl131003.029,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,370,435,,hdx,900 226000586719,586719,,,,,,,, ,,
cl131003.009,brgmon4,cl,3-Oct-13,3,10,2013,cl_016,gun creek confluence,an,,bt,399,486,,hdx,900 226000586995,586995,,,,,,,, ,,
sr131004.001,brgmon9,sr,4-Oct-13,4,10,2013,,unknown,,,,,,,hdx,900 226000585193,585193,,,,,,,, ,,
sr131016.001,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,rb,347,612,true,hdx,900 226000584241,584241,,,,,,,, ,Fish data for oct 16 are in brgmon9 pdf uploads brgmon9(10),
sr131016.002,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,362,856,,hdx,900 226000584508,584508,,,,,,,, ,,
sr131016.003,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,352,663,,hdx,900 226000584522,584522,,,,,,,, ,,
sr131016.004,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,273,312,,hdx,900 226000584524,584524,,,,,,,, ,,
sr131016.005,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,rb,246,208,,hdx,900 226000584527,584527,,,,,,,, ,,
sr131016.006,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,rb,316,425,,hdx,900 226000584549,584549,,,,,,,, ,,
sr131016.007,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,355,894,,hdx,900 226000584586,584586,,,,,,,, ,,
sr131016.008,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,153,48,,hdx,900 226000584598,584598,,,,,,,, ,,
sr131016.009,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,105,53,,hdx,900 226000584599,584599,,,,,,,, ,,
sr131016.010,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,202,111,,hdx,900 226000584618,584618,,,,,,,, ,,
sr131016.011,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,255,186,,hdx,900 226000584631,584631,,,,,,,, ,,
sr131016.012,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,bt,222,108,,hdx,900 226000584635,584635,,,,,,,, ,,
sr131016.013,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,205,117,,hdx,900 226000584654,584654,,,,,,,, ,,
sr131016.014,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,rb,249,226,,hdx,900 226000584661,584661,,,,,,,, ,,
sr131016.015,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,mw,398,925,,hdx,900 226000584677,584677,,,,,,,, ,,
sr131016.016,brgmon9,sr,16-Oct-13,16,10,2013,sr_042,,,,rb,252,202,,hdx,900 226000584683,584683,,,,,,,, ,,
