fishid,monitor,waterbody,date,d,m,y,sitecode,sitedescription,gear,pass,species,lengthmm,weightg,recap,pittype,pit,pitlast6,radio/acoustic,structure,structurecode,mort?,age,sex,maturity,spawningcondition,fishidcomments,tissue/sediment
mb121016.006,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,215,93,,,,,,s,mw121016.006,,2+,,imm, ,,
mb121016.007,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,312,382.6,,,,,,s,mw121016.007,,3s,f,mat,gravid green,,
mb121016.008,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,200,85,,,,,,s,mw121016.008,,2+,,imm, ,,
mb121016.009,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,310,390,,,,,,s,mw121016.009,,3ss,f,mat,gravid green,,
mb121016.010,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,275,251,,,,,,s,mw121016.010,,3s,f,mat,gravid green,,
mb121016.011,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,305,290.6,,,,,,s,mw121016.011,,3ss,f,mat,gravid green,,
mb121016.012,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,306,364.4,,,,,,s,mw121016.012,,3s,f,mat,gravid green,,
mb121016.013,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,272,231,,,,,,s,mw121016.013,,3s,m,mat, ,,
mb121016.014,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,251,181,,,,,,s,mw121016.014,,2s,m,mat, ,,
mb121016.015,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,276,303,,,,,,s,mw121016.015,,3ss,f,mat,gravid green,,
mb121016.016,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,294,313,,,,,,s,mw121016.016,,3s,f,mat,gravid green,,
mb121016.017,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,288,306,,,,,,s,mw121016.017,,damaged,f,mat,gravid green,,
mb121016.018,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,327,426,,,,,,s,mw121016.018,,3ss,f,mat,gravid green,,
mb121016.019,brgmon4,mb,16-Oct-12,16,10,2012,mb_001,goldbridge bridge,,,mw,247,171.5,,,,,,s,mw121016.019,,2s,m,mat, ,,
mb121016.001,brgmon4,mb,16-Oct-12,16,10,2012,mb_002,hurley river bridge,,,mw,292,252.5,,,,,,s,mw121016.001,,2ss,m,mat, ,,
mb121016.002,brgmon4,mb,16-Oct-12,16,10,2012,mb_002,hurley river bridge,,,mw,297,340.3,,,,,,s,mw121016.002,,3s,f,mat,gravid green,,
mb121016.003,brgmon4,mb,16-Oct-12,16,10,2012,mb_002,hurley river bridge,,,mw,265,247.9,,,,,,s,mw121016.003,,3s,f,mat,gravid green,,
mb121016.004,brgmon4,mb,16-Oct-12,16,10,2012,mb_002,hurley river bridge,,,mw,275,307.1,,,,,,s,mw121016.004,,3ss,f,mat,gravid green,,
mb121016.005,brgmon4,mb,16-Oct-12,16,10,2012,mb_002,hurley river bridge,,,mw,248,173.7,,,,,,s,mw121016.005,,2s,m,mat, ,,
mb121017.001,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,271,224.8,,,,,,s,mw121017.020,,2ss,m,mat, ,,
mb121017.002,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,300,356.5,,,,,,s,mw121017.021,,3s,f,mat,gravid green,,
mb121017.003,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,328,445,,,,,,s,mw121017.022,,3s,f,mat,gravid green,,
mb121017.004,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,309,449,,,,,,s,mw121017.023,,3ss,f,mat,gravid green,,
mb121017.005,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,296,340,,,,,,s,mw121017.024,,3ss,f,mat,gravid green,,
mb121017.006,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,265,213.7,,,,,,s,mw121017.025,,3s,f,mat,gravid green,,
mb121017.007,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,300,387.5,,,,,,s,mw121017.026,,3ss,f,mat,gravid green,,
mb121017.008,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,254,186,,,,,,s,mw121017.027,,2s,m,mat, ,,
mb121017.009,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,307,254,,,,,,s,mw121017.028,,3s,f,mat,gravid green,,
mb121017.010,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,308,352,,,,,,s,mw121017.029,,damaged,f,mat,gravid green,,
mb121017.011,brgmon4,mb,17-Oct-12,17,10,2012,mb_001,goldbridge bridge,,,mw,338,489,,,,,,s,mw121017.030,,3ss,f,mat,gravid green,,
mb121025.013,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,288,271,,hdx,900 226000085948,085948,,s,mw121025.010,,3s,m,mat, ,,
mb121025.009,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,276,271,,hdx,900 226000085949,085949,,s,mw121025.006,,3s,f,mat,gravid green,,
mb121025.002,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,bt,490,794,,hdx,900 226000085959,085959,,f,bt121025.002,,4+,,imm, ,,
mb121025.030,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,302,372,,hdx,900 226000085962,085962,,s,mw121025.027,,3s,f,mat,gravid green,,
mb121025.021,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,284,285,,hdx,900 226000085963,085963,,s,mw121025.018,,3ss,f,mat,gravid green,,
mb121025.024,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,305,432,,hdx,900 226000085964,085964,,s,mw121025.021,,3s,f,mat,gravid green,,
mb121025.031,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,283,312,,hdx,900 226000085965,085965,,s,mw121025.028,,3s,f,mat,gravid green,,
mb121025.028,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,302,363,,hdx,900 226000085967,085967,,s,mw121025.025,,3ss,f,mat,gravid green,,
mb121025.015,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,304,396,,hdx,900 226000085970,085970,,s,mw121025.012,,3s,f,mat,gravid green,,
mb121025.012,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,328,473,,hdx,900 226000085971,085971,,s,mw121025.009,,4ss,f,mat,gravid green,,
mb121025.003,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,bt,384,579,,hdx,900 226000085972,085972,,f,bt121025.003,,3+,,imm, ,,
mb121025.025,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,309,408,,hdx,900 226000085974,085974,,s,mw121025.022,,2sss,f,mat,gravid green,,
mb121025.010,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,308,426,,hdx,900 226000085977,085977,,s,mw121025.007,,3s,f,mat,gravid green,,
mb121025.001,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,bt,465,763,,hdx,900 226000085978,085978,,f,bt121025.001,,3+,,imm, ,,
mb121025.029,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,330,529,,hdx,900 226000085982,085982,,s,mw121025.026,,3s,f,mat,gravid green,,
mb121025.016,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,271,235,,hdx,900 226000085984,085984,,s,mw121025.013,,3s,m,mat, ,,
mb121025.019,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,308,308,,hdx,900 226000085986,085986,,s,mw121025.016,,3s,f,mat,gravid green,,
mb121025.027,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,242,150,,hdx,900 226000085990,085990,,s,mw121025.024,,2+,,imm, ,,
mb121025.026,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,324,444,,hdx,900 226000085998,085998,,s,mw121025.023,,3s,f,mat,gravid green,,
mb121025.023,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,270,217,,hdx,900 226000086000,086000,,s,mw121025.020,,3s,f,mat,gravid green,,
mb121025.017,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,265,220,,hdx,900 226000086005,086005,,s,mw121025.014,,3s,,imm, ,,
mb121025.007,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,305,307,,hdx,900 226000086009,086009,,s,mw121025.004,,3ss,f,mat,gravid green,,
mb121025.018,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,272,238,,hdx,900 226000086018,086018,,s,mw121025.015,,3s,m,mat, ,,
mb121025.005,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,283,328,,hdx,900 226000086019,086019,,s,mw121025.002,,2ss,f,mat,gravid green,,
mb121025.004,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,261,187,,hdx,900 226000086023,086023,,s,mw121025.001,,3+,,imm, ,,
mb121025.014,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,298,364,,hdx,900 226000086024,086024,,s,mw121025.011,,3s,f,mat,gravid green,,
mb121025.006,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,274,186,,hdx,900 226000086027,086027,,s,mw121025.003,,3ss,f,mat,gravid green,,
mb121025.008,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,281,236,,hdx,900 226000086029,086029,,s,mw121025.005,,damaged,m,mat, ,,
mb121025.020,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,310,393,,hdx,900 226000086034,086034,,s,mw121025.017,,3ss,f,mat,gravid green,,
mb121025.011,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,304,354,,hdx,900 226000086036,086036,,s,mw121025.008,,3ss,f,mat,gravid green,,
mb121025.032,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,293,327,,hdx,900 226000086040,086040,,s,mw121025.029,,3ss,f,mat,gravid green,,
mb121025.022,brgmon4,mb,25-Oct-12,25,10,2012,mb_001,goldbridge bridge,,,mw,305,301,,hdx,900 226000086041,086041,,s,mw121025.019,,3ss,f,mat,gravid green,,
mb121026.001,brgmon4,mb,26-Oct-12,26,10,2012,mb_001,goldbridge bridge,,,mw,300,400,,hdx,900 226000085987,085987,,s,mw121026.001,,3s,f,mat,gravid green,,
mb121101.028,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,289,286,,hdx,900 226000085950,085950,,s,mw121101.025,,3s,m,mat, ,,
mb121101.004,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,273,250,,hdx,900 226000085954,085954,,s,mw121101.001,,damaged,f,mat,gravid green,,
mb121101.016,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,249,189,,hdx,900 226000085955,085955,,s,mw121101.013,,2+,,imm, ,,
mb121101.029,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,276,315,,hdx,900 226000085957,085957,,s,mw121101.026,,3s,f,mat,gravid green,,
mb121101.014,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,289,263,,hdx,900 226000085958,085958,,s,mw121101.011,,3s,f,mat,gravid green,,
mb121101.019,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,285,299,,hdx,900 226000085960,085960,,s,mw121101.016,,3ss,f,mat,gravid green,,
mb121101.008,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,262,207,,hdx,900 226000085961,085961,,s,mw121101.005,,2+,,imm, ,,
mb121101.030,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,284,314,,hdx,900 226000085966,085966,,s,mw121101.027,,3s,f,mat,gravid green,,
mb121101.015,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,293,278,,hdx,900 226000085968,085968,,s,mw121101.012,,3ss,,imm, ,,
mb121101.032,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,281,240,,hdx,900 226000085976,085976,,s,mw121101.029,,2s,,imm, ,,
mb121101.005,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,252,191,,hdx,900 226000085985,085985,,s,mw121101.002,,3s,f,mat,gravid green,,
mb121101.013,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,330,472,,hdx,900 226000085994,085994,,s,mw121101.010,,3ss,f,mat,gravid green,,
mb121101.033,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,325,392,,hdx,900 226000085995,085995,,s,mw121101.030,,3s,f,mat,gravid ripe,,
mb121101.018,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,280,279,,hdx,900 226000085996,085996,,s,mw121101.015,,3s,f,mat,gravid ripe,,
mb121101.017,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,299,320,,hdx,900 226000085999,085999,,s,mw121101.014,,3s,,imm, ,,
mb121101.003,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,bt,410,622,,hdx,900 226000086002,086002,,f,bt121101.003,,3+,,imm, ,,
mb121101.002,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,bt,405,678,,hdx,900 226000086006,086006,,f,bt121101.002,,3+,,imm, ,,
mb121101.009,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,268,227,,hdx,900 226000086007,086007,,s,mw121101.006,,3s,m,mat, tubercles,,
mb121101.020,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,334,480,,hdx,900 226000086008,086008,,s,mw121101.017,,3ssss,,imm, ,,
mb121101.021,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,268,205,,hdx,900 226000086011,086011,,s,mw121101.018,,3s,,imm, ,,
mb121101.023,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,272,220,,hdx,900 226000086014,086014,,s,mw121101.020,,3s,,imm, ,,
mb121101.001,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,bt,388,466,,hdx,900 226000086015,086015,,f,bt121101.001,,3+,,imm, ,,
mb121101.026,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,285,283,,hdx,900 226000086021,086021,,s,mw121101.023,,3s,f,mat,gravid green,,
mb121101.024,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,296,364,,hdx,900 226000086022,086022,,s,mw121101.021,,3ss,f,mat,gravid green,,
mb121101.031,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,248,162,,hdx,900 226000086025,086025,,s,mw121101.028,,2s,m,mat, ,,
mb121101.006,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,283,316,,hdx,900 226000086026,086026,,s,mw121101.003,,3s,f,mat,gravid green,,
mb121101.007,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,262,230,,hdx,900 226000086031,086031,,s,mw121101.004,,3s,f,mat,gravid green,,
mb121101.022,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,228,135,,hdx,900 226000086039,086039,,s,mw121101.019,,3s,,imm, ,,
mb121101.011,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,260,246,,hdx,900 226000086044,086044,,s,mw121101.008,,3s,f,mat,gravid green,,
mb121101.025,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,298,263,,hdx,900 226000086045,086045,,s,mw121101.022,,2ss,m,mat, tubercles,,
mb121101.010,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,273,250,,,,,,s,mw121101.007,,3s,f,mat,gravid green,,
mb121101.012,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,292,268,,,,,,s,mw121101.009,,2ss,m,mat, ,,
mb121101.027,brgmon4,mb,1-Nov-12,1,11,2012,mb_002,hurley river bridge,,,mw,311,439,,,,,,s,mw121101.024,,3sss,f,mat,gravid green,,
mb121108.018,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,320,370,,hdx,900 226000085951,085951,,s,mw121108.005,,3sss,m,mat, ,,
mb121108.001,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,274,221,,hdx,900 226000085952,085952,,,,,,f,mat,gravid ripe,,
mb121108.011,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,311,408,,hdx,900 226000085953,085953,,,,,,f,mat,gravid green,,
mb121108.025,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,259,211,,hdx,900 226000085956,085956,,s,mw121108.012,,2s,m,mat, ,,
mb121108.021,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,285,283,,hdx,900 226000085969,085969,,s,mw121108.008,,2ss,m,mat, ,,
mb121108.008,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,320,358,,hdx,900 226000085973,085973,,,,,,f,mat,gravid ripe,,
mb121108.019,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,289,264,,hdx,900 226000085975,085975,,s,mw121108.006,,2ss,m,mat, ,,
mb121108.003,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,282,277,,hdx,900 226000085979,085979,,,,,,f,mat,gravid ripe,,
mb121108.007,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,298,347,,hdx,900 226000085980,085980,,,,,,f,mat,gravid ripe,,
mb121108.030,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,265,223,,hdx,900 226000085981,085981,,s,mw121108.017,,2s,m,mat, ,,
mb121108.022,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,310,329,,hdx,900 226000085983,085983,,s,mw121108.009,,2ss,m,mat, ,,
mb121108.002,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,266,245,,hdx,900 226000085988,085988,,,,,,f,mat,gravid ripe,,
mb121108.031,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,260,203,,hdx,900 226000085991,085991,,s,mw121108.018,,2ss,m,mat, ,,
mb121108.016,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,248,162,,hdx,900 226000085992,085992,,s,mw121108.003,,2s,m,mat, ,,
mb121108.012,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,308,416,,hdx,900 226000085993,085993,,,,,,f,mat,gravid green,,
mb121108.024,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,299,328,,hdx,900 226000086003,086003,,s,mw121108.011,,2ss,m,mat, ,,
mb121108.014,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,292,387,,hdx,900 226000086004,086004,,s,mw121108.001,,2ss,m,mat, ,,
mb121108.005,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,289,321,,hdx,900 226000086010,086010,,,,,,f,mat,gravid green,,
mb121108.017,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,250,161,,hdx,900 226000086013,086013,,s,mw121108.004,,2s,m,mat, ,,
mb121108.026,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,247,171,,hdx,900 226000086017,086017,,s,mw121108.013,,2s,m,mat, ,,
mb121108.029,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,301,329,,hdx,900 226000086020,086020,,s,mw121108.016,,2sss,m,mat, ,,
mb121108.028,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,310,366,,hdx,900 226000086028,086028,,s,mw121108.015,,2sss,m,mat, ,,
mb121108.013,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,bt,435,805,,hdx,900 226000086030,086030,,f,bt121108.001,,3+,,imm, ,,
mb121108.027,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,270,253,,hdx,900 226000086032,086032,,s,mw121108.014,,2s,m,mat, ,,
mb121108.006,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,286,331,,hdx,900 226000086033,086033,,,,,,f,mat,gravid ripe,,
mb121108.004,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,286,279,,hdx,900 226000086035,086035,,,,,,f,mat,gravid ripe,,
mb121108.009,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,297,371,,hdx,900 226000086037,086037,,,,,,f,mat,gravid ripe,,
mb121108.010,brgmon4,mb,8-Nov-12,8,11,2012,mb_002,hurley river bridge,,,mw,310,389,,hdx,900 226000086043,086043,,,,,,f,mat,gravid ripe,,
mb121108.023,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,268,205,,hdx,900 226000086047,086047,,s,mw121108.010,,2s,m,mat, ,,
mb121108.015,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,309,360,,,,,,s,mw121108.002,,2sss,m,mat, ,,
mb121108.020,brgmon4,mb,8-Nov-12,8,11,2012,mb_003,site #5,,,mw,259,198,,,,,,s,mw121108.007,,2s,m,mat, ,,
mb121115.009,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,268,244,,hdx,900 226000085997,085997,,s,mw121115.003,,3s,m,mat, ,,
mb121115.008,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,284,256,,hdx,900 226000086012,086012,,s,mw121115.002,,3s,m,mat, ,,
mb121115.007,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,294,285,,hdx,900 226000086038,086038,,s,mw121115.001,,3s,m,mat, ,,
mb121115.001,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,260,188,,hdx,900 226000086046,086046,,,,,,f,mat,gravid ripe,,
mb121115.026,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,316,359,,hdx,900 226000086870,086870,,s,mw121115.020,,2ss,m,mat, ,,
mb121115.003,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,296,290,,hdx,900 226000086873,086873,,,,,,f,mat,gravid ripe,,
mb121115.029,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,293,309,,hdx,900 226000086880,086880,,s,mw121115.023,,3s,m,mat, ,,
mb121115.010,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,278,229,,hdx,900 226000086882,086882,,s,mw121115.004,,3s,m,mat, ,,
mb121115.018,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,250,182,,hdx,900 226000086887,086887,,s,mw121115.012,,2s,m,mat, ,,
mb121115.023,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,283,319,,hdx,900 226000086888,086888,,s,mw121115.017,,2s,m,mat, ,,
mb121115.020,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,241,158,,hdx,900 226000086890,086890,,s,mw121115.014,,2s,m,mat, ,,
mb121115.013,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,308,419,,hdx,900 226000086896,086896,,s,mw121115.007,,2ss,f,mat,gravid green,,
mb121115.025,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,260,195,,hdx,900 226000086898,086898,,s,mw121115.019,,2s,m,mat, ,,
mb121115.005,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,295,363,,hdx,900 226000086900,086900,,,,,,f,mat,gravid green,,
mb121115.015,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,300,314,,hdx,900 226000086903,086903,,s,mw121115.009,,damaged,m,mat, ,,
mb121115.019,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,291,217,,hdx,900 226000086907,086907,,s,mw121115.013,,3s,m,mat, ,,
mb121115.030,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,280,261,,hdx,900 226000086910,086910,,s,mw121115.024,,2ss,m,mat, ,,
mb121115.024,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,304,318,,hdx,900 226000086914,086914,,s,mw121115.018,,2ss,m,mat, ,,
mb121115.012,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,283,258,,hdx,900 226000086918,086918,,s,mw121115.006,,2ss,m,mat, ,,
mb121115.004,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,292,328,,hdx,900 226000086920,086920,,,,,,f,mat,gravid green,,
mb121115.028,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,285,276,,hdx,900 226000086922,086922,,s,mw121115.022,,3s,m,mat, ,,
mb121115.021,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,270,218,,hdx,900 226000086923,086923,,s,mw121115.015,,2sss,m,mat, ,,
mb121115.027,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,260,191,,hdx,900 226000086925,086925,,s,mw121115.021,,2ss,m,mat, ,,
mb121115.011,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,315,343,,hdx,900 226000086928,086928,,s,mw121115.005,,3ss,m,mat, ,,
mb121115.016,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,311,376,,hdx,900 226000086938,086938,,s,mw121115.010,,2ss,m,mat, ,,
mb121115.017,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,240,143,,hdx,900 226000086940,086940,,s,mw121115.011,,2s,m,mat, ,,
mb121115.022,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,281,191,,hdx,900 226000086944,086944,,s,mw121115.016,,2s,m,mat, ,,
mb121115.006,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,314,436,,hdx,900 226000086953,086953,,,,,,f,mat,gravid ripe,,
mb121115.002,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,295,280,,hdx,900 226000086954,086954,,,,,,f,mat,gravid ripe,,
